pokedex number,branch code,name,generation,type1,type2,number of types,sprites
0973,973_0,flamigo,9,flying,fighting,2,https://img.pokemondb.net/sprites/home/normal/flamigo.png
0974,974_0,cetoddle,9,ice,,1,https://img.pokemondb.net/sprites/home/normal/cetoddle.png
0975,975_0,cetitan,9,ice,,1,https://img.pokemondb.net/sprites/home/normal/cetitan.png
0976,976_0,veluza,9,water,psychic,2,https://img.pokemondb.net/sprites/home/normal/veluza.png
0977,977_0,dondozo,9,water,,1,https://img.pokemondb.net/sprites/home/normal/dondozo.png
0978,978_0,tatsugiri-curly,9,dragon,water,2,https://img.pokemondb.net/sprites/home/normal/tatsugiri-curly.png
0978,978_1,tatsugiri-droopy,9,dragon,water,2,https://img.pokemondb.net/sprites/home/normal/tatsugiri-droopy.png
0978,978_2,tatsugiri-stretchy,9,dragon,water,2,https://img.pokemondb.net/sprites/home/normal/tatsugiri-stretchy.png
0979,979_0,annihilape,9,fighting,ghost,2,https://img.pokemondb.net/sprites/home/normal/annihilape.png
0980,980_0,clodsire,9,poison,ground,2,https://img.pokemondb.net/sprites/home/normal/clodsire.png
0981,981_0,farigiraf,9,normal,psychic,2,https://img.pokemondb.net/sprites/home/normal/farigiraf.png
0982,982_0,dudunsparce-two-segment,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/dudunsparce-two-segment.png
0982,982_1,dudunsparce-three-segment,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/dudunsparce-three-segment.png
0983,983_0,kingambit,9,dark,steel,2,https://img.pokemondb.net/sprites/home/normal/kingambit.png
0984,984_0,great-tusk,9,ground,fighting,2,https://img.pokemondb.net/sprites/home/normal/great-tusk.png
0985,985_0,scream-tail,9,fairy,psychic,2,https://img.pokemondb.net/sprites/home/normal/scream-tail.png
0986,986_0,brute-bonnet,9,grass,dark,2,https://img.pokemondb.net/sprites/home/normal/brute-bonnet.png
0987,987_0,flutter-mane,9,ghost,fairy,2,https://img.pokemondb.net/sprites/home/normal/flutter-mane.png
0988,988_0,slither-wing,9,bug,fighting,2,https://img.pokemondb.net/sprites/home/normal/slither-wing.png
0989,989_0,sandy-shocks,9,electric,ground,2,https://img.pokemondb.net/sprites/home/normal/sandy-shocks.png
0990,990_0,iron-treads,9,ground,steel,2,https://img.pokemondb.net/sprites/home/normal/iron-treads.png
0991,991_0,iron-bundle,9,ice,water,2,https://img.pokemondb.net/sprites/home/normal/iron-bundle.png
0992,992_0,iron-hands,9,fighting,electric,2,https://img.pokemondb.net/sprites/home/normal/iron-hands.png
0993,993_0,iron-jugulis,9,dark,flying,2,https://img.pokemondb.net/sprites/home/normal/iron-jugulis.png
0994,994_0,iron-moth,9,fire,poison,2,https://img.pokemondb.net/sprites/home/normal/iron-moth.png
0995,995_0,iron-thorns,9,rock,electric,2,https://img.pokemondb.net/sprites/home/normal/iron-thorns.png
0996,996_0,frigibax,9,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/frigibax.png
0997,997_0,arctibax,9,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/arctibax.png
0998,998_0,baxcalibur,9,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/baxcalibur.png
0999,999_0,gimmighoul-chest,9,ghost,,1,https://img.pokemondb.net/sprites/home/normal/gimmighoul-chest.png
0999,999_1,gimmighoul-roaming,9,ghost,,1,https://img.pokemondb.net/sprites/home/normal/gimmighoul-roaming.png
1000,1000_0,gholdengo,9,steel,ghost,2,https://img.pokemondb.net/sprites/home/normal/gholdengo.png
1001,1001_0,wo-chien,9,dark,grass,2,https://img.pokemondb.net/sprites/home/normal/wo-chien.png
1002,1002_0,chien-pao,9,dark,ice,2,https://img.pokemondb.net/sprites/home/normal/chien-pao.png
1003,1003_0,ting-lu,9,dark,ground,2,https://img.pokemondb.net/sprites/home/normal/ting-lu.png
1004,1004_0,chi-yu,9,dark,fire,2,https://img.pokemondb.net/sprites/home/normal/chi-yu.png
1005,1005_0,roaring-moon,9,dragon,dark,2,https://img.pokemondb.net/sprites/home/normal/roaring-moon.png
1006,1006_0,iron-valiant,9,fairy,fighting,2,https://img.pokemondb.net/sprites/home/normal/iron-valiant.png
1007,1007_0,koraidon,9,fighting,dragon,2,https://img.pokemondb.net/sprites/home/normal/koraidon.png
1008,1008_0,miraidon,9,electric,dragon,2,https://img.pokemondb.net/sprites/home/normal/miraidon.png
1009,1009_0,walking-wake,9,water,dragon,2,https://img.pokemondb.net/sprites/home/normal/walking-wake.png
1010,1010_0,iron-leaves,9,grass,psychic,2,https://img.pokemondb.net/sprites/home/normal/iron-leaves.png
