pokedex number,branch code,name,generation,type1,type2,number of types,sprites,basic_color,sprite dominant color
718,718_1,zygarde-10,6,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/zygarde-10.png,"[167, 143, 206]",[59 48 48]
718,718_2,zygarde-complete,6,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/zygarde-complete.png,"[167, 143, 206]",[106  91  91]
719,719_0,diancie,6,rock,fairy,2,https://img.pokemondb.net/sprites/home/normal/diancie.png,"[128, 109, 0]",[223 218 223]
720,720_0,hoopa-confined,6,psychic,ghost,2,https://img.pokemondb.net/sprites/home/normal/hoopa-confined.png,"[255, 105, 180]",[214 203 122]
720,720_1,hoopa-unbound,6,psychic,dark,2,https://img.pokemondb.net/sprites/home/normal/hoopa-unbound.png,"[255, 105, 180]",[190 196 206]
721,721_0,volcanion,6,fire,water,2,https://img.pokemondb.net/sprites/home/normal/volcanion.png,"[255, 0, 0]",[171 122 124]
722,722_0,rowlet,7,grass,flying,2,https://img.pokemondb.net/sprites/home/normal/rowlet.png,"[0, 100, 0]",[210 188 168]
723,723_0,dartrix,7,grass,flying,2,https://img.pokemondb.net/sprites/home/normal/dartrix.png,"[0, 100, 0]",[209 213 199]
724,724_0,decidueye,7,grass,ghost,2,https://img.pokemondb.net/sprites/home/normal/decidueye.png,"[0, 100, 0]",[202 143  93]
724,724_1,decidueye-hisuian,8,grass,fighting,2,https://img.pokemondb.net/sprites/home/normal/decidueye-hisuian.png,"[0, 100, 0]",[212 208 204]
725,725_0,litten,7,fire,,1,https://img.pokemondb.net/sprites/home/normal/litten.png,"[255, 0, 0]",[114 122 129]
726,726_0,torracat,7,fire,,1,https://img.pokemondb.net/sprites/home/normal/torracat.png,"[255, 0, 0]",[63 73 70]
727,727_0,incineroar,7,fire,dark,2,https://img.pokemondb.net/sprites/home/normal/incineroar.png,"[255, 0, 0]",[200 119 115]
728,728_0,popplio,7,water,,1,https://img.pokemondb.net/sprites/home/normal/popplio.png,"[4, 124, 201]",[124 147 188]
729,729_0,brionne,7,water,,1,https://img.pokemondb.net/sprites/home/normal/brionne.png,"[4, 124, 201]",[195 202 205]
730,730_0,primarina,7,water,fairy,2,https://img.pokemondb.net/sprites/home/normal/primarina.png,"[4, 124, 201]",[210 214 215]
731,731_0,pikipek,7,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/pikipek.png,"[211, 211, 211]",[207 204 204]
732,732_0,trumbeak,7,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/trumbeak.png,"[211, 211, 211]",[55 61 58]
733,733_0,toucannon,7,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/toucannon.png,"[211, 211, 211]",[51 56 53]
734,734_0,yungoos,7,normal,,1,https://img.pokemondb.net/sprites/home/normal/yungoos.png,"[211, 211, 211]",[189 155 143]
735,735_0,gumshoos,7,normal,,1,https://img.pokemondb.net/sprites/home/normal/gumshoos.png,"[211, 211, 211]",[145 124  98]
736,736_0,grubbin,7,bug,,1,https://img.pokemondb.net/sprites/home/normal/grubbin.png,"[204, 204, 0]",[197 203 209]
737,737_0,charjabug,7,bug,electric,2,https://img.pokemondb.net/sprites/home/normal/charjabug.png,"[204, 204, 0]",[136 159  77]
738,738_0,vikavolt,7,bug,electric,2,https://img.pokemondb.net/sprites/home/normal/vikavolt.png,"[204, 204, 0]",[226 226 225]
739,739_0,crabrawler,7,fighting,,1,https://img.pokemondb.net/sprites/home/normal/crabrawler.png,"[136, 84, 11]",[ 89 181 209]
740,740_0,crabominable,7,fighting,ice,2,https://img.pokemondb.net/sprites/home/normal/crabominable.png,"[136, 84, 11]",[194 199 205]
741,741_0,oricorio-baile,7,fire,flying,2,https://img.pokemondb.net/sprites/home/normal/oricorio-baile.png,"[255, 0, 0]",[212 128 136]
741,741_1,oricorio-pom-pom,7,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/oricorio-pom-pom.png,"[255, 255, 0]",[214 208 201]
741,741_2,oricorio-pau,7,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/oricorio-pau.png,"[255, 105, 180]",[224 210 203]
741,741_3,oricorio-sensu,7,ghost,flying,2,https://img.pokemondb.net/sprites/home/normal/oricorio-sensu.png,"[25, 25, 112]",[202 218 221]
742,742_0,cutiefly,7,bug,fairy,2,https://img.pokemondb.net/sprites/home/normal/cutiefly.png,"[204, 204, 0]",[214 211 210]
743,743_0,ribombee,7,bug,fairy,2,https://img.pokemondb.net/sprites/home/normal/ribombee.png,"[204, 204, 0]",[219 216 214]
744,744_0,rockruff,7,rock,,1,https://img.pokemondb.net/sprites/home/normal/rockruff.png,"[128, 109, 0]",[192 183 176]
745,745_0,lycanroc-midday,7,rock,,1,https://img.pokemondb.net/sprites/home/normal/lycanroc-midday.png,"[128, 109, 0]",[222 221 218]
745,745_1,lycanroc-midnight,7,rock,,1,https://img.pokemondb.net/sprites/home/normal/lycanroc-midnight.png,"[128, 109, 0]",[182 180 177]
745,745_2,lycanroc-dusk,7,rock,,1,https://img.pokemondb.net/sprites/home/normal/lycanroc-dusk.png,"[128, 109, 0]",[217 213 212]
746,746_0,wishiwashi-solo,7,water,,1,https://img.pokemondb.net/sprites/home/normal/wishiwashi-solo.png,"[4, 124, 201]",[184 191 198]
746,746_1,wishiwashi-school,7,water,,1,https://img.pokemondb.net/sprites/home/normal/wishiwashi-school.png,"[4, 124, 201]",[106 131 161]
747,747_0,mareanie,7,poison,water,2,https://img.pokemondb.net/sprites/home/normal/mareanie.png,"[97, 64, 81]",[196 186 200]
748,748_0,toxapex,7,poison,water,2,https://img.pokemondb.net/sprites/home/normal/toxapex.png,"[97, 64, 81]",[174 203 212]
749,749_0,mudbray,7,ground,,1,https://img.pokemondb.net/sprites/home/normal/mudbray.png,"[204, 164, 0]",[153 134 126]
750,750_0,mudsdale,7,ground,,1,https://img.pokemondb.net/sprites/home/normal/mudsdale.png,"[204, 164, 0]",[130 101  95]
751,751_0,dewpider,7,water,bug,2,https://img.pokemondb.net/sprites/home/normal/dewpider.png,"[4, 124, 201]",[203 216 219]
752,752_0,araquanid,7,water,bug,2,https://img.pokemondb.net/sprites/home/normal/araquanid.png,"[4, 124, 201]",[187 206 212]
753,753_0,fomantis,7,grass,,1,https://img.pokemondb.net/sprites/home/normal/fomantis.png,"[0, 100, 0]",[141 183 170]
754,754_0,lurantis,7,grass,,1,https://img.pokemondb.net/sprites/home/normal/lurantis.png,"[0, 100, 0]",[215 199 199]
755,755_0,morelull,7,grass,fairy,2,https://img.pokemondb.net/sprites/home/normal/morelull.png,"[0, 100, 0]",[216 208 197]
756,756_0,shiinotic,7,grass,fairy,2,https://img.pokemondb.net/sprites/home/normal/shiinotic.png,"[0, 100, 0]",[213 205 205]
757,757_0,salandit,7,poison,fire,2,https://img.pokemondb.net/sprites/home/normal/salandit.png,"[97, 64, 81]",[111 106 105]
758,758_0,salazzle,7,poison,fire,2,https://img.pokemondb.net/sprites/home/normal/salazzle.png,"[97, 64, 81]",[75 75 83]
759,759_0,stufful,7,normal,fighting,2,https://img.pokemondb.net/sprites/home/normal/stufful.png,"[211, 211, 211]",[211 200 204]
760,760_0,bewear,7,normal,fighting,2,https://img.pokemondb.net/sprites/home/normal/bewear.png,"[211, 211, 211]",[47 51 49]
761,761_0,bounsweet,7,grass,,1,https://img.pokemondb.net/sprites/home/normal/bounsweet.png,"[0, 100, 0]",[178 206 131]
762,762_0,steenee,7,grass,,1,https://img.pokemondb.net/sprites/home/normal/steenee.png,"[0, 100, 0]",[220 211 214]
763,763_0,tsareena,7,grass,,1,https://img.pokemondb.net/sprites/home/normal/tsareena.png,"[0, 100, 0]",[169 186 132]
764,764_0,comfey,7,fairy,,1,https://img.pokemondb.net/sprites/home/normal/comfey.png,"[255, 182, 193]",[210 208 197]
765,765_0,oranguru,7,normal,psychic,2,https://img.pokemondb.net/sprites/home/normal/oranguru.png,"[211, 211, 211]",[183 179 187]
766,766_0,passimian,7,fighting,,1,https://img.pokemondb.net/sprites/home/normal/passimian.png,"[136, 84, 11]",[209 209 209]
767,767_0,wimpod,7,bug,water,2,https://img.pokemondb.net/sprites/home/normal/wimpod.png,"[204, 204, 0]",[159 136 166]
768,768_0,golisopod,7,bug,water,2,https://img.pokemondb.net/sprites/home/normal/golisopod.png,"[204, 204, 0]",[180 191 184]
769,769_0,sandygast,7,ghost,ground,2,https://img.pokemondb.net/sprites/home/normal/sandygast.png,"[25, 25, 112]",[208 200 182]
770,770_0,palossand,7,ghost,ground,2,https://img.pokemondb.net/sprites/home/normal/palossand.png,"[25, 25, 112]",[222 193 163]
771,771_0,pyukumuku,7,water,,1,https://img.pokemondb.net/sprites/home/normal/pyukumuku.png,"[4, 124, 201]",[59 70 69]
772,772_0,type-null,7,normal,,1,https://img.pokemondb.net/sprites/home/normal/type-null.png,"[211, 211, 211]",[177 170 166]
773,773_0,silvally,7,normal,,1,https://img.pokemondb.net/sprites/home/normal/silvally.png,"[211, 211, 211]",[204 209 214]
774,774_0,minior-meteor,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-meteor.png,"[128, 109, 0]",[212 209 210]
774,774_1,minior-red-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-red-core.png,"[128, 109, 0]",[222 221 221]
774,774_2,minior-orange-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-orange-core.png,"[128, 109, 0]",[219 220 220]
774,774_3,minior-yellow-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-yellow-core.png,"[128, 109, 0]",[223 223 218]
774,774_4,minior-green-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-green-core.png,"[128, 109, 0]",[221 223 219]
774,774_5,minior-blue-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-blue-core.png,"[128, 109, 0]",[157 206 223]
774,774_6,minior-indigo-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-indigo-core.png,"[128, 109, 0]",[218 219 219]
774,774_7,minior-violet-core,7,rock,flying,2,https://img.pokemondb.net/sprites/home/normal/minior-violet-core.png,"[128, 109, 0]",[220 216 220]
775,775_0,komala,7,normal,,1,https://img.pokemondb.net/sprites/home/normal/komala.png,"[211, 211, 211]",[157 186 208]
776,776_0,turtonator,7,fire,dragon,2,https://img.pokemondb.net/sprites/home/normal/turtonator.png,"[255, 0, 0]",[202 174 168]
777,777_0,togedemaru,7,electric,steel,2,https://img.pokemondb.net/sprites/home/normal/togedemaru.png,"[255, 255, 0]",[183 182 181]
778,778_0,mimikyu,7,ghost,fairy,2,https://img.pokemondb.net/sprites/home/normal/mimikyu.png,"[25, 25, 112]",[199 192 155]
779,779_0,bruxish,7,water,psychic,2,https://img.pokemondb.net/sprites/home/normal/bruxish.png,"[4, 124, 201]",[193 206 213]
780,780_0,drampa,7,normal,dragon,2,https://img.pokemondb.net/sprites/home/normal/drampa.png,"[211, 211, 211]",[204 202 187]
781,781_0,dhelmise,7,ghost,grass,2,https://img.pokemondb.net/sprites/home/normal/dhelmise.png,"[25, 25, 112]",[149 104  63]
782,782_0,jangmo-o,7,dragon,,1,https://img.pokemondb.net/sprites/home/normal/jangmo-o.png,"[167, 143, 206]",[192 192 189]
783,783_0,hakamo-o,7,dragon,fighting,2,https://img.pokemondb.net/sprites/home/normal/hakamo-o.png,"[167, 143, 206]",[177 178 175]
784,784_0,kommo-o,7,dragon,fighting,2,https://img.pokemondb.net/sprites/home/normal/kommo-o.png,"[167, 143, 206]",[205 194 134]
785,785_0,tapu-koko,7,electric,fairy,2,https://img.pokemondb.net/sprites/home/normal/tapu-koko.png,"[255, 255, 0]",[209 136  76]
786,786_0,tapu-lele,7,psychic,fairy,2,https://img.pokemondb.net/sprites/home/normal/tapu-lele.png,"[255, 105, 180]",[212 166 184]
787,787_0,tapu-bulu,7,grass,fairy,2,https://img.pokemondb.net/sprites/home/normal/tapu-bulu.png,"[0, 100, 0]",[201 185 179]
788,788_0,tapu-fini,7,water,fairy,2,https://img.pokemondb.net/sprites/home/normal/tapu-fini.png,"[4, 124, 201]",[144 122 197]
789,789_0,cosmog,7,psychic,,1,https://img.pokemondb.net/sprites/home/normal/cosmog.png,"[255, 105, 180]",[ 79 164 202]
790,790_0,cosmoem,7,psychic,,1,https://img.pokemondb.net/sprites/home/normal/cosmoem.png,"[255, 105, 180]",[205 190 118]
791,791_0,solgaleo,7,psychic,steel,2,https://img.pokemondb.net/sprites/home/normal/solgaleo.png,"[255, 105, 180]",[209 210 209]
792,792_0,lunala,7,psychic,ghost,2,https://img.pokemondb.net/sprites/home/normal/lunala.png,"[255, 105, 180]",[222 214 148]
793,793_0,nihilego,7,rock,poison,2,https://img.pokemondb.net/sprites/home/normal/nihilego.png,"[128, 109, 0]",[210 217 219]
794,794_0,buzzwole,7,bug,fighting,2,https://img.pokemondb.net/sprites/home/normal/buzzwole.png,"[204, 204, 0]",[129  56  55]
795,795_0,pheromosa,7,bug,fighting,2,https://img.pokemondb.net/sprites/home/normal/pheromosa.png,"[204, 204, 0]",[209 207 203]
796,796_0,xurkitree,7,electric,,1,https://img.pokemondb.net/sprites/home/normal/xurkitree.png,"[255, 255, 0]",[213 219 219]
797,797_0,celesteela,7,steel,flying,2,https://img.pokemondb.net/sprites/home/normal/celesteela.png,"[170, 170, 170]",[142 177 160]
798,798_0,kartana,7,grass,steel,2,https://img.pokemondb.net/sprites/home/normal/kartana.png,"[0, 100, 0]",[224 224 224]
799,799_0,guzzlord,7,dark,dragon,2,https://img.pokemondb.net/sprites/home/normal/guzzlord.png,"[31, 16, 8]",[43 57 67]
800,800_0,necrozma,7,psychic,,1,https://img.pokemondb.net/sprites/home/normal/necrozma.png,"[255, 105, 180]",[140 143 146]
800,800_1,necrozma-dusk-mane,7,psychic,steel,2,https://img.pokemondb.net/sprites/home/normal/1x/necrozma-dusk-mane.png,"[255, 105, 180]",[63 67 71]
800,800_2,necrozma-dawn-wings,7,psychic,ghost,2,https://img.pokemondb.net/sprites/home/normal/1x/necrozma-dawn-wings.png,"[255, 105, 180]",[29 31 36]
800,800_3,necrozma-ultra,7,psychic,dragon,2,https://img.pokemondb.net/sprites/home/normal/necrozma-ultra.png,"[255, 105, 180]",[221 204  99]
801,801_0,magearna,7,steel,fairy,2,https://img.pokemondb.net/sprites/home/normal/magearna.png,"[170, 170, 170]",[193 184 185]
802,802_0,marshadow,7,fighting,ghost,2,https://img.pokemondb.net/sprites/home/normal/marshadow.png,"[136, 84, 11]",[109 112 113]
803,803_0,poipole,7,poison,,1,https://img.pokemondb.net/sprites/home/normal/poipole.png,"[97, 64, 81]",[198  96 177]
804,804_0,naganadel,7,poison,dragon,2,https://img.pokemondb.net/sprites/home/normal/naganadel.png,"[97, 64, 81]",[162 129 181]
805,805_0,stakataka,7,rock,steel,2,https://img.pokemondb.net/sprites/home/normal/stakataka.png,"[128, 109, 0]",[151 157 158]
806,806_0,blacephalon,7,fire,ghost,2,https://img.pokemondb.net/sprites/home/normal/blacephalon.png,"[255, 0, 0]",[210 210 209]
807,807_0,zeraora,7,electric,,1,https://img.pokemondb.net/sprites/home/normal/zeraora.png,"[255, 255, 0]",[198 184 114]
808,808_0,meltan,7,steel,,1,https://img.pokemondb.net/sprites/home/normal/meltan.png,"[170, 170, 170]",[192 166 108]
809,809_0,melmetal,7,steel,,1,https://img.pokemondb.net/sprites/home/normal/melmetal.png,"[170, 170, 170]",[55 51 49]
810,810_0,grookey,8,grass,,1,https://img.pokemondb.net/sprites/home/normal/grookey.png,"[0, 100, 0]",[208 211 189]
811,811_0,thwackey,8,grass,,1,https://img.pokemondb.net/sprites/home/normal/thwackey.png,"[0, 100, 0]",[200 200 128]
812,812_0,rillaboom,8,grass,,1,https://img.pokemondb.net/sprites/home/normal/rillaboom.png,"[0, 100, 0]",[149 151 132]
813,813_0,scorbunny,8,fire,,1,https://img.pokemondb.net/sprites/home/normal/scorbunny.png,"[255, 0, 0]",[213 210 215]
814,814_0,raboot,8,fire,,1,https://img.pokemondb.net/sprites/home/normal/raboot.png,"[255, 0, 0]",[211 210 208]
815,815_0,cinderace,8,fire,,1,https://img.pokemondb.net/sprites/home/normal/cinderace.png,"[255, 0, 0]",[200 202 203]
816,816_0,sobble,8,water,,1,https://img.pokemondb.net/sprites/home/normal/sobble.png,"[4, 124, 201]",[148 192 211]
817,817_0,drizzile,8,water,,1,https://img.pokemondb.net/sprites/home/normal/drizzile.png,"[4, 124, 201]",[ 77 160 193]
818,818_0,inteleon,8,water,,1,https://img.pokemondb.net/sprites/home/normal/inteleon.png,"[4, 124, 201]",[ 81 113 153]
819,819_0,skwovet,8,normal,,1,https://img.pokemondb.net/sprites/home/normal/skwovet.png,"[211, 211, 211]",[155 141 126]
820,820_0,greedent,8,normal,,1,https://img.pokemondb.net/sprites/home/normal/greedent.png,"[211, 211, 211]",[130  69  46]
821,821_0,rookidee,8,flying,,1,https://img.pokemondb.net/sprites/home/normal/rookidee.png,"[65, 105, 225]",[168 167 134]
822,822_0,corvisquire,8,flying,,1,https://img.pokemondb.net/sprites/home/normal/corvisquire.png,"[65, 105, 225]",[56 52 36]
823,823_0,corviknight,8,flying,steel,2,https://img.pokemondb.net/sprites/home/normal/corviknight.png,"[65, 105, 225]",[ 97  97 121]
824,824_0,blipbug,8,bug,,1,https://img.pokemondb.net/sprites/home/normal/blipbug.png,"[204, 204, 0]",[141 141 164]
825,825_0,dottler,8,bug,psychic,2,https://img.pokemondb.net/sprites/home/normal/dottler.png,"[204, 204, 0]",[203 150  42]
826,826_0,orbeetle,8,bug,psychic,2,https://img.pokemondb.net/sprites/home/normal/orbeetle.png,"[204, 204, 0]",[131 121 144]
827,827_0,nickit,8,dark,,1,https://img.pokemondb.net/sprites/home/normal/nickit.png,"[31, 16, 8]",[181  88  56]
828,828_0,thievul,8,dark,,1,https://img.pokemondb.net/sprites/home/normal/thievul.png,"[31, 16, 8]",[63 59 56]
829,829_0,gossifleur,8,grass,,1,https://img.pokemondb.net/sprites/home/normal/gossifleur.png,"[0, 100, 0]",[212 194  83]
830,830_0,eldegoss,8,grass,,1,https://img.pokemondb.net/sprites/home/normal/eldegoss.png,"[0, 100, 0]",[221 220 211]
831,831_0,wooloo,8,normal,,1,https://img.pokemondb.net/sprites/home/normal/wooloo.png,"[211, 211, 211]",[223 220 219]
832,832_0,dubwool,8,normal,,1,https://img.pokemondb.net/sprites/home/normal/dubwool.png,"[211, 211, 211]",[221 217 215]
833,833_0,chewtle,8,water,,1,https://img.pokemondb.net/sprites/home/normal/chewtle.png,"[4, 124, 201]",[139 179 176]
834,834_0,drednaw,8,water,rock,2,https://img.pokemondb.net/sprites/home/normal/drednaw.png,"[4, 124, 201]",[192 150  91]
835,835_0,yamper,8,electric,,1,https://img.pokemondb.net/sprites/home/normal/yamper.png,"[255, 255, 0]",[213 195 132]
836,836_0,boltund,8,electric,,1,https://img.pokemondb.net/sprites/home/normal/boltund.png,"[255, 255, 0]",[204 193 107]
837,837_0,rolycoly,8,rock,,1,https://img.pokemondb.net/sprites/home/normal/rolycoly.png,"[128, 109, 0]",[59 57 56]
838,838_0,carkol,8,rock,fire,2,https://img.pokemondb.net/sprites/home/normal/carkol.png,"[128, 109, 0]",[62 59 58]
839,839_0,coalossal,8,rock,fire,2,https://img.pokemondb.net/sprites/home/normal/coalossal.png,"[128, 109, 0]",[64 60 60]
840,840_0,applin,8,grass,dragon,2,https://img.pokemondb.net/sprites/home/normal/applin.png,"[0, 100, 0]",[173 199 139]
841,841_0,flapple,8,grass,dragon,2,https://img.pokemondb.net/sprites/home/normal/flapple.png,"[0, 100, 0]",[210 190 136]
842,842_0,appletun,8,grass,dragon,2,https://img.pokemondb.net/sprites/home/normal/appletun.png,"[0, 100, 0]",[198 193 186]
843,843_0,silicobra,8,ground,,1,https://img.pokemondb.net/sprites/home/normal/silicobra.png,"[204, 164, 0]",[167 160 123]
844,844_0,sandaconda,8,ground,,1,https://img.pokemondb.net/sprites/home/normal/sandaconda.png,"[204, 164, 0]",[106  99  31]
845,845_0,cramorant,8,flying,water,2,https://img.pokemondb.net/sprites/home/normal/cramorant.png,"[65, 105, 225]",[ 52 121 184]
846,846_0,arrokuda,8,water,,1,https://img.pokemondb.net/sprites/home/normal/arrokuda.png,"[4, 124, 201]",[217 216 199]
847,847_0,barraskewda,8,water,,1,https://img.pokemondb.net/sprites/home/normal/barraskewda.png,"[4, 124, 201]",[191 178 154]
848,848_0,toxel,8,electric,poison,2,https://img.pokemondb.net/sprites/home/normal/toxel.png,"[255, 255, 0]",[148  87 180]
849,849_0,toxtricity-amped,8,electric,poison,2,https://img.pokemondb.net/sprites/home/normal/toxtricity-amped.png,"[255, 255, 0]",[149 140 150]
849,849_1,toxtricity-low-key,8,electric,poison,2,https://img.pokemondb.net/sprites/home/normal/toxtricity-low-key.png,"[255, 255, 0]",[175 183 180]
850,850_0,sizzlipede,8,fire,bug,2,https://img.pokemondb.net/sprites/home/normal/sizzlipede.png,"[255, 0, 0]",[197 141 142]
851,851_0,centiskorch,8,fire,bug,2,https://img.pokemondb.net/sprites/home/normal/centiskorch.png,"[255, 0, 0]",[138  72  68]
852,852_0,clobbopus,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/clobbopus.png,"[136, 84, 11]",[219 207 197]
853,853_0,grapploct,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/grapploct.png,"[136, 84, 11]",[123 145 186]
854,854_0,sinistea,8,ghost,,1,https://img.pokemondb.net/sprites/home/normal/sinistea.png,"[25, 25, 112]",[162 190 194]
855,855_0,polteageist,8,ghost,,1,https://img.pokemondb.net/sprites/home/normal/polteageist.png,"[25, 25, 112]",[215 218 220]
856,856_0,hatenna,8,psychic,,1,https://img.pokemondb.net/sprites/home/normal/hatenna.png,"[255, 105, 180]",[196 211 225]
857,857_0,hattrem,8,psychic,,1,https://img.pokemondb.net/sprites/home/normal/hattrem.png,"[255, 105, 180]",[174 198 218]
858,858_0,hatterene,8,psychic,fairy,2,https://img.pokemondb.net/sprites/home/normal/hatterene.png,"[255, 105, 180]",[182 205 223]
859,859_0,impidimp,8,dark,fairy,2,https://img.pokemondb.net/sprites/home/normal/impidimp.png,"[31, 16, 8]",[210 158 183]
860,860_0,morgrem,8,dark,fairy,2,https://img.pokemondb.net/sprites/home/normal/morgrem.png,"[31, 16, 8]",[187 213 205]
861,861_0,grimmsnarl,8,dark,fairy,2,https://img.pokemondb.net/sprites/home/normal/grimmsnarl.png,"[31, 16, 8]",[115 109 147]
862,862_0,obstagoon,8,dark,normal,2,https://img.pokemondb.net/sprites/home/normal/obstagoon.png,"[31, 16, 8]",[166 149 156]
863,863_0,perrserker,8,steel,,1,https://img.pokemondb.net/sprites/home/normal/perrserker.png,"[170, 170, 170]",[136 129 118]
864,864_0,cursola,8,ghost,,1,https://img.pokemondb.net/sprites/home/normal/cursola.png,"[25, 25, 112]",[212 209 215]
865,865_0,sirfetchd,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/sirfetchd.png,"[136, 84, 11]",[217 220 215]
866,866_0,mr-rime,8,ice,psychic,2,https://img.pokemondb.net/sprites/home/normal/mr-rime.png,"[135, 206, 235]",[ 85  83 119]
867,867_0,runerigus,8,ground,ghost,2,https://img.pokemondb.net/sprites/home/normal/runerigus.png,"[204, 164, 0]",[129 130 133]
868,868_0,milcery,8,fairy,,1,https://img.pokemondb.net/sprites/home/normal/milcery.png,"[255, 182, 193]",[226 221 196]
869,869_0,alcremie,8,fairy,,1,https://img.pokemondb.net/sprites/home/normal/alcremie.png,"[255, 182, 193]",[218 210 203]
870,870_0,falinks,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/falinks.png,"[136, 84, 11]",[222 196 169]
871,871_0,pincurchin,8,electric,,1,https://img.pokemondb.net/sprites/home/normal/pincurchin.png,"[255, 255, 0]",[112  91 115]
872,872_0,snom,8,ice,bug,2,https://img.pokemondb.net/sprites/home/normal/snom.png,"[135, 206, 235]",[202 209 221]
873,873_0,frosmoth,8,ice,bug,2,https://img.pokemondb.net/sprites/home/normal/frosmoth.png,"[135, 206, 235]",[201 205 217]
874,874_0,stonjourner,8,rock,,1,https://img.pokemondb.net/sprites/home/normal/stonjourner.png,"[128, 109, 0]",[130 107  86]
875,875_0,eiscue-ice,8,ice,,1,https://img.pokemondb.net/sprites/home/normal/eiscue-ice.png,"[135, 206, 235]",[193 211 218]
875,875_1,eiscue-noice,8,ice,,1,https://img.pokemondb.net/sprites/home/normal/eiscue-noice.png,"[135, 206, 235]",[79 85 84]
876,876_0,indeedee-male,8,psychic,normal,2,https://img.pokemondb.net/sprites/home/normal/indeedee-male.png,"[255, 105, 180]",[173 174 190]
876,876_1,indeedee-female,8,psychic,normal,2,https://img.pokemondb.net/sprites/home/normal/indeedee-female.png,"[255, 105, 180]",[212 209 215]
877,877_0,morpeko-full-belly,8,electric,dark,2,https://img.pokemondb.net/sprites/home/normal/morpeko-full-belly.png,"[255, 255, 0]",[183 155 100]
877,877_1,morpeko-hangry,8,electric,dark,2,https://img.pokemondb.net/sprites/home/normal/morpeko-hangry.png,"[255, 255, 0]",[142 144 155]
878,878_0,cufant,8,steel,,1,https://img.pokemondb.net/sprites/home/normal/cufant.png,"[170, 170, 170]",[ 76 135 134]
879,879_0,copperajah,8,steel,,1,https://img.pokemondb.net/sprites/home/normal/copperajah.png,"[170, 170, 170]",[ 51 100  99]
880,880_0,dracozolt,8,electric,dragon,2,https://img.pokemondb.net/sprites/home/normal/dracozolt.png,"[255, 255, 0]",[176 191 177]
881,881_0,arctozolt,8,electric,ice,2,https://img.pokemondb.net/sprites/home/normal/arctozolt.png,"[255, 255, 0]",[204 213 215]
882,882_0,dracovish,8,water,dragon,2,https://img.pokemondb.net/sprites/home/normal/dracovish.png,"[4, 124, 201]",[205 209 214]
883,883_0,arctovish,8,water,ice,2,https://img.pokemondb.net/sprites/home/normal/arctovish.png,"[4, 124, 201]",[157 195 224]
884,884_0,duraludon,8,steel,dragon,2,https://img.pokemondb.net/sprites/home/normal/duraludon.png,"[170, 170, 170]",[195 196 202]
885,885_0,dreepy,8,dragon,ghost,2,https://img.pokemondb.net/sprites/home/normal/dreepy.png,"[167, 143, 206]",[187 205 197]
886,886_0,drakloak,8,dragon,ghost,2,https://img.pokemondb.net/sprites/home/normal/drakloak.png,"[167, 143, 206]",[124 148 154]
887,887_0,dragapult,8,dragon,ghost,2,https://img.pokemondb.net/sprites/home/normal/dragapult.png,"[167, 143, 206]",[199 208 208]
888,888_0,zacian-hero,8,fairy,,1,https://img.pokemondb.net/sprites/home/normal/zacian-hero.png,"[255, 182, 193]",[200 187 179]
888,888_1,zacian-crowned,8,fairy,steel,2,https://img.pokemondb.net/sprites/home/normal/zacian-crowned.png,"[255, 182, 193]",[218 212 185]
889,889_0,zamazenta-hero,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/zamazenta-hero.png,"[136, 84, 11]",[183 181 193]
889,889_1,zamazenta-crowned,8,fighting,steel,2,https://img.pokemondb.net/sprites/home/normal/zamazenta-crowned.png,"[136, 84, 11]",[207 193 134]
890,890_0,eternatus,8,poison,dragon,2,https://img.pokemondb.net/sprites/home/normal/eternatus.png,"[97, 64, 81]",[ 84  94 135]
890,890_1,eternatus-eternamax,8,poison,dragon,2,https://img.pokemondb.net/sprites/home/normal/eternatus-eternamax.png,"[97, 64, 81]",[216  78 119]
891,891_0,kubfu,8,fighting,,1,https://img.pokemondb.net/sprites/home/normal/kubfu.png,"[136, 84, 11]",[174 168 163]
892,892_0,urshifu-single-strike,8,fighting,dark,2,https://img.pokemondb.net/sprites/home/normal/urshifu-single-strike.png,"[136, 84, 11]",[210 210 209]
